city;neighbourhood;street;price;House No.;Flat No.;Area;Number of rooms;Floor;No. of floors;Build year;Building type;Heating system;Equipment;Building Energy Efficiency Class;Description;Additional premises;Additional Equipment;Security;Nearest kindergarten;Nearest educational institution;Nearest shop;Public transport stop;crime;Unique item number (RC number);Object
Vilnius;Senamiestis;T. Vrublevskio g.;675 000 € (4 500 €/m²);;;150 m²;6;3;4;1940;Brick;Central;Partially equipped;;;;;;460 m;260 m;310 m;70 m;15;;
Vilnius;Naujamiestis;S. Konarskio g.;234 000 € (3 359 €/m²);30;;69,67 m²;3;2;5;1993;Brick;Central;Fully equipped;;Internet New sewage system New electrical installation Cable television;Balcony Cellar Closet;Furniture Washing machine Kitchen furniture Stove Plastic pipes Dish washer Bath;Steel doors Code door lock;390 m;200 m;180 m;170 m;23;;
Vilnius;Karoliniškės;Igno Šimulionio g.;"Price decreased 1,7%
225 000 € (3 850 €/m²)";3;11;58,44 m²;3;3;4;2015;Brick;Central thermostat;Fully equipped;;;;;;620 m;110 m;260 m;400 m;9;;
Vilnius;Tarandė;Kelpių g.;269 990 € (2 477 €/m²);;;109 m²;4;1;1;2024;Brick;Aerothermal;Fully equipped;A++;High ceiling Separate bathroom and WC New sewage system New electrical installation Internet Cable television Kitchen merged with room;Terrace;Conditioner Furniture Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath Recuperation;Steel doors Alarm system Code door lock Video surveillance;250 m;1,2 km;690 m;290 m;0;;
Vilnius;Jeruzalė;Maumedžių g.;235 000 € (1 513 €/m²);19;;155,28 m²;5;2;2;2000;Brick;Central thermostat;Fully equipped;;Private entrance High ceiling Two-floor flat Separate bathroom and WC Private yard Kitchen merged with room;Storeroom Terrace Sauna Parking space Closet;;Steel doors Alarm system;430 m;460 m;470 m;270 m;"99,38 €/month
~ 0,64 €/m²";;
Vilnius;Jeruzalė;Ateities g.;129 990 € (2 041 €/m²);;;63,7 m²;3;2;5;1985 construction, 2024 renovation;Brick;Central thermostat;Fully equipped;F;Separate bathroom and WC;Balcony;Furniture;Steel doors;90 m;630 m;90 m;60 m;"77,08 €/month
~ 1,21 €/m²";;
Vilnius;Jeruzalė;Ateities g.;129 990 € (2 041 €/m²);;;63,7 m²;4;2;5;1985 construction, 2024 renovation;Brick;Central thermostat;Fully equipped;F;Separate bathroom and WC;Balcony;Furniture;Steel doors;90 m;630 m;90 m;60 m;"77,08 €/month
~ 1,21 €/m²";;
Vilnius;Baltupiai;Ateities g.;129 990 € (2 041 €/m²);;;63,7 m²;3;2;5;1985 construction, 2024 renovation;Brick;Central thermostat;Fully equipped;F;Separate bathroom and WC;Balcony;Furniture;Steel doors;90 m;630 m;90 m;60 m;"77,08 €/month
~ 1,21 €/m²";;
Vilnius;Lazdynai;Architektų g.;136 900 € (2 244 €/m²);;;61 m²;3;5;5;1980;Block house;Central;Fully equipped;;New sewage system New electrical installation Cable television Kitchen merged with room;Balcony;Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;200 m;110 m;230 m;110 m;"71,37 €/month
~ 1,17 €/m²";;
Vilnius;Senamiestis;Pylimo g.;650 000 € (4 545 €/m²);;;143 m²;4;3;4;1901;Brick;Gas;Fully equipped;;Internet High ceiling Two-floor flat Separate bathroom and WC Kitchen merged with room Cable television;;Furniture Washing machine Bath;Steel doors Alarm system Code door lock;80 m;190 m;210 m;50 m;"175,89 €/month
~ 1,23 €/m²";;
Vilnius;Naujamiestis;Eigulių g.;289 000 € (4 865 €/m²);7;;59,41 m²;3;2;6;2023;Brick;Central thermostat;Partially equipped;A+;New sewage system New electrical installation Kitchen merged with room;Balcony;Floor heating system Recuperation;Steel doors Code door lock;810 m;710 m;490 m;420 m;2;;
Vilnius;Šnipiškės;Kernavės g.;249 000 € (3 944 €/m²);88;;63,14 m²;3;4;7;2014;Block house;Central thermostat;Fully equipped;;Kitchen merged with room;Balcony;Furniture Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;460 m;240 m;240 m;170 m;"38,52 €/month
~ 0,61 €/m²";;
Vilnius;Santariškės;J. Franko g.;180 000 € (3 158 €/m²);10;;57 m²;2;2;3;2006;Brick;Central thermostat;Fully equipped;;;;;;180 m;1,8 km;120 m;330 m;4;;
Vilnius;Justiniškės;Taikos g.;144 000 € (2 667 €/m²);80;;54 m²;3;3;5;1983;Block house;Central;Fully equipped;;New sewage system New electrical installation Internet;Storeroom Balcony Cellar Closet;Furniture Refrigerator Kitchen furniture Plastic pipes Dish washer Bath;Steel doors Code door lock;240 m;290 m;150 m;150 m;"51,30 €/month
~ 0,95 €/m²";;
Vilnius;Naujininkai;Šaltkalvių g.;54 888 € (3 094 €/m²);;;17,74 m²;1;4;5;1969;Brick;Central;Fully equipped;;;;;;120 m;240 m;220 m;190 m;"18,98 €/month
~ 1,07 €/m²";;
Vilnius;Pašilaičiai;Laisvės pr.;164 900 € (1 929 €/m²);89;;85,49 m²;3;1;5;1988;Block house;Central thermostat;Fully equipped;;Separate bathroom and WC New sewage system New electrical installation Internet Cable television;Balcony;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath;Steel doors;430 m;460 m;230 m;170 m;"78,65 €/month
~ 0,92 €/m²";;
Vilnius;Pašilaičiai;Perkūnkiemio g.;135 000 € (2 299 €/m²);;;58,73 m²;3;8;12;2009;Brick;Central thermostat;Fully equipped;;Kitchen merged with room;Balcony;;Steel doors Code door lock;260 m;950 m;200 m;220 m;"32,89 €/month
~ 0,56 €/m²";;
Vilnius;Užupis;Varpų g.;269 000 € (3 216 €/m²);;;83,64 m²;3;5;5;1985 construction, 2024 renovation;Brick;Central;Fully equipped;;Kitchen merged with room;Balcony;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;;110 m;210 m;480 m;90 m;"114,59 €/month
~ 1,37 €/m²";;
Vilnius;Naujininkai;Kapsų g.;198 500 € (3 270 €/m²);19A;42;60,7 m²;3;5;5;2024;Monolithic;Central thermostat;Partially equipped;A++;New sewage system New electrical installation Internet Kitchen merged with room;Storeroom Balcony Terrace Parking space;Conditioner Floor heating system Bath Recuperation;Steel doors Alarm system Code door lock Video surveillance;460 m;410 m;370 m;450 m;1;;
Vilnius;Fabijoniškės;Liongino Baliukevičiaus-Dzūko g.;117 900 € (3 023 €/m²);98;;39 m²;2;1;5;1990;Block house;Central;Fully equipped;;Kitchen merged with room;Storeroom Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;490 m;270 m;300 m;130 m;8;;
Vilnius;Senamiestis;Sodų g.;175 000 € (2 151 €/m²);13;;81,35 m²;4;2;2;1940;Brick;Gas;Fully equipped;;Private yard;Storeroom Cellar Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors;110 m;130 m;80 m;140 m;"68,33 €/month
~ 0,84 €/m²";;
Vilnius;Naujininkai;Kapsų g.;"Price decreased 1,7%
29 000 € (1 611 €/m²)";38;;18 m²;1;4;5;1977 construction, 2023 renovation;Brick;Central thermostat;Not equipped;;;;;Code door lock;340 m;400 m;250 m;380 m;"10,98 €/month
~ 0,61 €/m²";;
Vilnius;Žvėrynas;Saltoniškių g.;"Price decreased 1,4%
145 000 € (3 919 €/m²)";54;;37 m²;2;7;9;1983;Brick;Central;Fully equipped;;New sewage system New electrical installation Kitchen merged with room;Balcony Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;400 m;180 m;230 m;190 m;"53,28 €/month
~ 1,44 €/m²";;
Vilnius;Žirmūnai;Minties g.;143 800 € (3 143 €/m²);48;;45,75 m²;3;5;5;1967;Block house;Central;Fully equipped;;New sewage system New electrical installation Kitchen merged with room;Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;130 m;340 m;180 m;100 m;"58,56 €/month
~ 1,28 €/m²";;
Vilnius;Justiniškės;Taikos g.;109 000 € (2 725 €/m²);107;;40 m²;1;3;5;1985;Block house;Central;Fully equipped;;;;;;190 m;130 m;150 m;220 m;"60,00 €/month
~ 1,50 €/m²";;
Vilnius;Fabijoniškės;Gedvydžių g.;129 000 € (1 902 €/m²);7;;67,81 m²;3;9;10;1990;Block house;Central;Fully equipped;;Has elevator;;;;150 m;180 m;120 m;110 m;3;;
Vilnius;Žirmūnai;Verkių g.;218 000 € (4 360 €/m²);39;;50 m²;3;4;9;2023;Brick;Central thermostat;Fully equipped;;Has elevator;;;;170 m;540 m;280 m;100 m;4;;
Vilnius;Naujamiestis;Statybininkų g.;298 000 € (5 290 €/m²);;;56,33 m²;3;5;5;2018;Monolithic;Central thermostat;Fully equipped;A+;Has elevator Private yard Internet Cable television Kitchen merged with room;Balcony Parking space;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation;Steel doors Code door lock Video surveillance;170 m;200 m;230 m;310 m;"31,54 €/month
~ 0,56 €/m²";;
Vilnius;Fabijoniškės;Fabijoniškių g.;"Price decreased 6,3%
118 000 € (3 405 €/m²)";5;39;34,65 m²;1;4;6;2017;Monolithic;Central thermostat;Fully equipped;;;;;;270 m;400 m;290 m;350 m;17;;
Vilnius;Salininkai;Mechanikų g.;56 600 € (1 769 €/m²);;;32 m²;1;1;2;1976;Brick;Central;Fully equipped;;;;;;460 m;690 m;370 m;70 m;1;;
Vilnius;Žirmūnai;Verkių g.;185 000 € (4 625 €/m²);39;;40 m²;2;7;9;2023;Block house;Central thermostat;Fully equipped;;Has elevator Private yard Internet Cable television Kitchen merged with room;Balcony Parking space;Washing machine Furniture Refrigerator Kitchen furniture Dish washer Shower;Steel doors Code door lock;170 m;540 m;280 m;100 m;4;;
Vilnius;Fabijoniškės;Liudviko Zamenhofo g.;165 000 € (3 000 €/m²);8;;55 m²;2;2;6;2004;Brick;Central thermostat;Fully equipped;;;Balcony;;;770 m;480 m;360 m;310 m;10;;
Vilnius;Pilaitė;Gilužio g.;210 000 € (2 458 €/m²);;;85,42 m²;3;6;6;2006;Brick;Central thermostat;Fully equipped;;Two-floor flat Internet Cable television Kitchen merged with room;Balcony Cellar;Furniture Kitchen furniture Dish washer Bath;;340 m;190 m;140 m;300 m;"64,07 €/month
~ 0,75 €/m²";;
Vilnius;Justiniškės;Rygos g.;65 000 € (1 477 €/m²);;;44 m²;2;8;17;1987;Monolithic;Central;Fully equipped;;Has elevator;;;;290 m;340 m;190 m;240 m;16;;Part of the appartment
Vilnius;Santariškės;Mykolo Marcinkevičiaus g.;"Price decreased 8,8%
187 000 € (2 798 €/m²)";;;66,83 m²;2;3;4;1997;Brick;Central;Fully equipped;;Internet Kitchen merged with room;Balcony;Refrigerator Kitchen furniture Stove Dish washer Shower Bath;Steel doors Code door lock;660 m;540 m;470 m;240 m;2;;
Vilnius;Šnipiškės;Rinktinės g.;185 000 € (2 893 €/m²);;;63,94 m²;3;1;9;1976 construction, 2017 renovation;Block house;Central;Fully equipped;;Has elevator Internet Cable television;Storeroom Balcony Cellar;Furniture;Steel doors Code door lock Video surveillance;160 m;240 m;150 m;40 m;19;;
Vilnius;Šnipiškės;Linkmenų g.;"Price increased 0,7%
287 000 € (4 722 €/m²)";33A;;60,78 m²;3;4;7;2021;Brick;Central thermostat;Fully equipped;A+;Has elevator Private yard;Balcony Parking space;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Bath Recuperation;Steel doors Code door lock;480 m;450 m;490 m;510 m;"31,00 €/month
~ 0,51 €/m²";;
Vilnius;Užupis;Olandų g.;"Price decreased 0,9%
108 000 € (2 755 €/m²)";55;4;39,2 m²;2;1;5;1973;Brick;Central;Fully equipped;;;;;;350 m;240 m;220 m;80 m;"46,65 €/month
~ 1,19 €/m²";;
Vilnius;Fabijoniškės;Fabijoniškių g.;132 000 € (1 974 €/m²);21;;66,88 m²;3;4;9;1987;Block house;Central;Fully equipped;;Has elevator;;;;130 m;70 m;200 m;260 m;15;;
Vilnius;Žvėrynas;Birutės g.;"Price decreased 3,5%
54 999 € (3 391 €/m²)";56;;16,22 m²;1;1;5;1971;Brick;Central;Fully equipped;;;;;;340 m;290 m;460 m;370 m;"19,14 €/month
~ 1,18 €/m²";;
Vilnius;Naujininkai;Kapsų g.;135 000 € (2 157 €/m²);22;;62,59 m²;3;2;5;1979;Brick;Central;Fully equipped;;Separate bathroom and WC;Storeroom;;Steel doors Code door lock;90 m;120 m;40 m;260 m;8;;
Vilnius;Pašilaičiai;Grigalaukio g.;129 500 € (3 924 €/m²);34;54;33 m²;2;3;8;2018;Block house;Central;Fully equipped;A+;Has elevator Internet Cable television;Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;570 m;500 m;240 m;280 m;"18,48 €/month
~ 0,56 €/m²";;
Vilnius;Naujamiestis;Savanorių pr.;125 000 € (2 829 €/m²);58;;44,18 m²;2;2;5;1964 construction, 2020 renovation;Block house;Central;Fully equipped;A++;Private entrance New sewage system;Balcony;Washing machine Refrigerator Kitchen furniture Stove Plastic pipes;Code door lock;160 m;190 m;320 m;140 m;19;;
Vilnius;Šnipiškės;Kalvarijų g.;"Price decreased 0,2%
246 000 € (4 920 €/m²)";19;;50 m²;2;2;3;1940 construction, 2019 renovation;Brick;Electric, aerothermal;Fully equipped;;;;Conditioner Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer;Steel doors Alarm system;200 m;350 m;240 m;70 m;23;;
Vilnius;Šeškinė;Čiobiškio g.;"Price decreased 0,9%
108 000 € (2 141 €/m²)";41;;50,44 m²;2;9;9;1981;Block house;Central;Fully equipped;;New sewage system New electrical installation Internet Cable television;;;;80 m;250 m;380 m;300 m;"73,64 €/month
~ 1,46 €/m²";;
Vilnius;Verkiai;Popieriaus g.;59 000 € (2 057 €/m²);84;5;28,68 m²;1;2;2;1960;Brick;Central;Fully equipped;;Internet Cable television Kitchen merged with room;Storeroom Cellar Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;830 m;1,9 km;1,9 km;60 m;2;;
Vilnius;Markučiai;Kaukysos g.;"Price decreased 0,3%
213 465 € (4 964 €/m²)";5;;43 m²;2;1;6;2024;Monolithic;Central thermostat;Fully equipped;A+;Has elevator Private yard Kitchen merged with room;Balcony Parking space;Conditioner Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation;Steel doors Code door lock;120 m;650 m;160 m;160 m;3;;
Vilnius;Naujininkai;Konduktorių g.;88 000 € (2 030 €/m²);4;;43,36 m²;2;2;9;1986;Brick;Central;Fully equipped;;;;;;300 m;280 m;340 m;120 m;"21,25 €/month
~ 0,49 €/m²";;
Vilnius;Jeruzalė;Bitininkų g.;219 999 € (1 843 €/m²);;;119,38 m²;4;10;10;1995;Brick;Central;Fully equipped;;High ceiling Two-floor flat;Balcony Cellar Attic;Fireplace;Steel doors;370 m;420 m;230 m;290 m;8;;
Vilnius;Senamiestis;J. Basanavičiaus g.;249 000 € (4 882 €/m²);17;;51 m²;3;1;4;1940;Brick;Central;Fully equipped;;High ceiling New sewage system New electrical installation Private yard Internet;;Furniture Refrigerator Kitchen furniture Stove Dish washer Shower;Steel doors;330 m;190 m;350 m;230 m;28;;
Vilnius;Žirmūnai;Tuskulėnų g.;"Price decreased 0,8%
125 500 € (2 681 €/m²)";40;33;46,81 m²;2;1;5;1969;Block house;Central, electric, gas;Fully equipped;;Separate bathroom and WC;Balcony Cellar;;Steel doors;90 m;80 m;350 m;50 m;"48,21 €/month
~ 1,03 €/m²";;
Vilnius;Lazdynėliai;Lazdynėlių g.;"Price decreased 3,4%
140 000 € (3 672 €/m²)";81;;38,13 m²;2;2;4;2023;Brick;Central thermostat;Fully equipped;;;;;;330 m;1,6 km;300 m;300 m;"10,68 €/month
~ 0,28 €/m²";;
Vilnius;Trakų Vokė;J. Tiškevičiaus g.;150 000 € (2 209 €/m²);;;67,89 m²;2;1;3;1974;Brick;Central;Fully equipped;;;;;;860 m;760 m;420 m;50 m;0;;
Vilnius;Pašilaičiai;Gabijos g.;105 000 € (2 102 €/m²);59;31;49,95 m²;2;3;5;1992;Block house;Central;Partially equipped;;;;;;60 m;300 m;90 m;240 m;"32,97 €/month
~ 0,66 €/m²";;
Vilnius;Markučiai;Kaukysos g.;"Price decreased 1,1%
277 000 € (5 172 €/m²)";5;;53,56 m²;2;1;6;2024;Monolithic;Central thermostat;Fully equipped;A+;Has elevator New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Terrace Parking space Closet;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation;Steel doors Code door lock Video surveillance;120 m;650 m;160 m;160 m;3;;
Vilnius;Žirmūnai;Riterių g.;179 900 € (4 327 €/m²);10;;41,58 m²;2;3;7;2024;Monolithic;Central thermostat;Fully equipped;A+;Has elevator New sewage system New electrical installation Private yard Kitchen merged with room;Balcony Parking space Closet;Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;310 m;560 m;480 m;110 m;6;;
Vilnius;Justiniškės;Mozūriškių g.;259 000 € (3 238 €/m²);;;80 m²;5;1;3;2018;Block house;Gas;Fully equipped;B;Private entrance Two-floor flat Separate bathroom and WC New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Terrace Parking space Attic;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath;Steel doors Alarm system Video surveillance;400 m;440 m;650 m;470 m;0;;
Vilnius;Šeškinė;Buivydiškių g.;"Price decreased 1,6%
123 000 € (2 921 €/m²)";8;;42,11 m²;2;3;12;1990;Brick;Central;Fully equipped;;Has elevator;Storeroom Balcony Cellar;;Steel doors Code door lock;490 m;450 m;280 m;220 m;"50,95 €/month
~ 1,21 €/m²";;
Vilnius;Markučiai;Manufaktūrų g.;"Price decreased 0,9%
213 000 € (5 071 €/m²)";33;;42 m²;1;2;5;2019;Block house;Central thermostat;Fully equipped;;;;;;160 m;890 m;220 m;240 m;"19,74 €/month
~ 0,47 €/m²";;
Vilnius;Bajorai;Bajorų kel.;"Price decreased 2,3%
127 000 € (3 767 €/m²)";8;;33,71 m²;2;2;5;2023;Brick;Central thermostat;Fully equipped;;;;;;170 m;1,4 km;230 m;160 m;0;;
Vilnius;Fabijoniškės;Liongino Baliukevičiaus-Dzūko g.;159 000 € (2 353 €/m²);7;;67,56 m²;3;10;10;1990;Brick;Central;Fully equipped;;;Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors Alarm system Code door lock;680 m;450 m;510 m;150 m;5;;
Vilnius;Šnipiškės;Kalvarijų g.;116 000 € (3 712 €/m²);37;;31,25 m²;1;1;2;1940;Brick;Gas;Fully equipped;;;Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;;40 m;480 m;260 m;230 m;27;;
Vilnius;Verkiai;Trinapolio g.;297 000 € (3 999 €/m²);;;74,27 m²;3;8;11;2007;Monolithic;Central, electric, aerothermal;Fully equipped;;Has elevator Separate bathroom and WC New electrical installation Private yard Internet Cable television Kitchen merged with room;Balcony Parking space Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Bath;Steel doors Alarm system Code door lock Video surveillance;80 m;200 m;430 m;430 m;2;;
Vilnius;Naujamiestis;Gerosios Vilties g.;46 000 € (2 917 €/m²);1;;15,77 m²;1;2;5;1964;Brick;Central;Fully equipped;;;;;;300 m;280 m;160 m;150 m;17;;
Vilnius;Naujoji Vilnia;Skardžio g.;64 000 € (1 394 €/m²);10;;45,9 m²;2;1;1;1940;Wooden house;Electric, aerothermal, solid fuel;Fully equipped;;Private entrance Private yard;Attic;Shower;;1,2 km;1,4 km;960 m;110 m;2;;
Vilnius;Antakalnis;Mildos g.;449 000 € (4 185 €/m²);31;;107,28 m²;4;1;4;1981;Brick;Central;Fully equipped;;Internet Kitchen merged with room;Balcony Terrace Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath;Steel doors;340 m;700 m;1 km;620 m;1;;
